,url,title,date,sentence
10,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Бог наливок, бог рассолов, Душ, представленных в залог, Бригадирш обоих полов, Вот он, вот он русский бог."
11,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Бог всех с анненской на шеях, Бог дворовых без сапог, Бар в санях при двух лакеях, Вот он, вот он русский бог."
12,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"К глупым полон благодати, К умным беспощадно строг, Бог всего, что есть некстати, Вот он, вот он русский бог."
13,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Бог всего, что из границы, Не к лицу, не под итог, Бог по ужине горчицы, Вот он, вот он русский бог."
14,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Бог бродяжных иноземцев, К нам зашедших за порог, Бог в особенности немцев, Вот он, вот он русский бог.»"
15,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Итак, автора этого бандеровского стиха, созданного на деньги голубого лобби из Госдепа, Петра Вяземского, надо запретить в России – вместе с его подельником Пушкиным."
16,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,"Руки прочь от Сердюкова, свободу Васильевой!"
17,https://www.mk.ru/blogs/posts/ruki-proch-ot-patriota-serdyukova-a-vot-as-pushkina-sudit.html,"Руки прочь от патриота Сердюкова, а вот А.С. Пушкина – судить!. Блог Евгения Понасенкова на mk.ru",16 января 2015,Не сметь посягать на русских патриотов!
18,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"За последние дни ко мне, как к члену Независимого совета по правам человека пришло много писем с вопросами о новом законе."
19,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,Его так же громко и много обсуждают в социальных сетях.
20,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,Что могу сказать?
21,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Ну, все понятно - все крики про «фашизм» и т.д., тут уже все давно ясно - трагикомичные конвульсии издыхающего, но еще злобного монстра."
22,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Однако давайте подумаем о позитивном моменте, с точки зрения социальной антропологии."
23,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Во-первых, многие советские граждАне, которых будут останавливать служители, так сказать, закона, впервые в жизни задумаются, какого они, собственно, секса и есть ли у них вообще секс (т.е.""пол"" - в переводе; но и вообще, есть ли у них секс в смысле акта)."
24,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"А то у нас ездят, к примеру, сотни тысяч ожирелых безвольных подкаблучников, у которых грудь больше, чем у жен, и которые любовно не удовлетворяют ни жену, ни себя (т.н. местный «патриотизм» - т.е. крики на диване ""сдохни Украина и Америка"" в счет не идут) - и к мужескому полу отношения не имеют."
25,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Так же мужеподобных совдеповских тёток, мужлански бряцающих большевистскими ножищами по мостовым, набивающих туловище шашлыками и пойлом, и ненавидящих весь свет - никак нельзя назвать женщинами."
26,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,Вот пусть советский народец и задумается - что он такое есть?
27,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Плюс - вообще забавно понаблюдать, как полицейский в брюках и с фуражкой будет спрашивать у граждан: ""Вот вы по паспорту ""Сидоров"", а женщиной себя, случаем, не ощущаете - а то мне надо выполнять план по выявлению женщин среди мужчин народа-богоносца""."
28,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Ну, при таких мизансценах заодно знакомства пойдут, неформалка, телефончики, встречи в тайне от жен, окончательный крах давно кризисной советской ячейки-семьи и т.д."
29,https://www.mk.ru/blogs/posts/istoricheskiy-smysl-zapreta-vozhdeniya-avtomobiley-transseksualami.html, Исторический смысл запрета вождения автомобилей транссексуалами. Блог Евгения Понасенкова на mk.ru,12 января 2015,Так что закон о запрете вожделения автомобилей транссексуалами не лишен исторического смысла.
30,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Последней фразой, которую она пропела на публике (уже в больничной палате) была из знаменитой неаполитанской песни «Musica proibita» («Запретная мелодия»)."
31,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Долгие десятилетия ее голосом жили многие арии и песни о любви.
32,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Грандиозная, страстная, темпераментная, доброжелательная и резкая – но всегда блистательно талантливая Елена Васильевна."
33,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Это был уникальный певческий и артистический организм, феноменальный профессионализм."
34,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,И многое оставалось для широкой аудитории «за кадром».
35,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"В 2009 году я режиссировал представление к ее 70-летнему юбилею в Большом театре – и был свидетелем, как Елена Васильевна на репетиции пропевала практически ВСЕ партии (за мужские и женские голоса), помогая солистам и дирижеру."
36,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Она знала все партии наизусть, могла имитировать самые разные модели эмиссии звука."
37,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Образцова обладала колоссальной харизмой.
38,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Зал всегда был в восторге от одного ее выхода на сцену.
39,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Первые шаги этой эпической дивы вызывали у зрителя огромные эмоции.
40,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Она была открыта для экспериментов.
41,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Пела не только меццовые арии, но и сопрановые (например – сложнейшую арию из «Тоски»!!)."
42,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Лучшая исполнительница романсов Рахманинова – а потому что страстная запредельно – и голос был большой.
43,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Да, да – сейчас вокалисты имеют много возможностей для технического развития голоса – но звучания масштаба Образцовой и певцов ее эпохи не могут достигнуть даже в приближении."
44,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Кто хочет услышать чудо – пусть послушает запись ее «Кармен» с грандиозным Доминго, в постановке великого Дзеффирелли и за пультом тогда в Вене стоял гениальный Карлос Клайбер."
45,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Ее Шарлотта, Сантуцца, графиня из «Пиковой» - это шедевры певческого и артистического мастерства."
46,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Так случилось, что многие определяющие события в моей жизни прямо или косвенно были связаны с Еленой Васильевной, с людьми и ситуациями в ее биографии и около."
47,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Я не устаю поражаться сложнейшей и очень красивой драматургии, которую пишет жизнь."
48,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,"Вот уж, где настоящая опера – так это вне публичных спектаклей, ограниченных двумя-тремя часами!"
49,https://www.mk.ru/blogs/posts/elena-obrazcova-odnim-velikim-golosom-v-mire-stalo-menshe.html,Елена Образцова…: одним великим голосом в мире стало меньше. Блог Евгения Понасенкова на mk.ru,12 января 2015,Образцова – навсегда останется великой страницей в книге судеб мировой музыки.
50,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Пора перестать прятать голову в песок, сегодняшний зверский акт исламистов в Париже – не теракт, а война."
51,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Война варварская, дикая, война без правил – на языке науки она называется нонконвенциональная."
52,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Это не новое явление – ему не одна сотня лет, но только сейчас враг действует изнутри, с тыла и с помощью тех технических средств, которые люди цивилизации ему сами предоставили."
53,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,Враг пущен в этот в тыл вследствие катастрофических интеллектуальных ошибок второй половины 20-го века.
54,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"И вина за это лежит, в первую очередь, на левых движениях."
55,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,Именно они предали европейскую цивилизацию и здравый смысл.
56,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Мы видим, как страх входит в каждый европейский дом – никто уже не может себе позволить говорить и писать, что он думает."
57,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Это подлинный крах системы мыслительной деятельности, которая создала великую европейскую культуру – ее науку и искусство."
58,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Взрывы небоскребов, убийства безоружных людей на улице, легко осуществимая стрельба из автоматов в прежде комфортном и спокойном городе – это все бои упомянутой нонконвенциональной войны."
59,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,Пока мы ее научно и юридически не идентифицируем как именно войну – мы продолжим оставаться цивилизацией самоубийц.
60,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Я подчеркиваю: жизненно необходимо перестать прятать голову в песок, и начать, наконец, называть вещи своими именами – у нашего противника в этой войне (я бы ее назвал Третьей мировой) есть конкретная идеология (религиозная) и даже можно обозначить границы государств и народов, которые ее поставляют."
61,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Однако главная ее военная (тактическая и стратегическая) особенность – в том, что противник запущен в тыл – причем, все теми же (если использовать традиционную терминологию) полками, батальонами и ротами."
62,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Именно ими он и действует, устраивая погромы, сжигая машины (это делают полки и дивизии) или расстреливая людей (роты и взводы)."
63,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,Пока мы лишь наблюдаем за убийствами и не боремся.
64,https://www.mk.ru/blogs/posts/terakt-v-parizhe-ne-terakt-a-voyna.html,"Теракт в Париже – не теракт, а война!. Блог Евгения Понасенкова на mk.ru",8 января 2015,"Только назвав вещи своими именами и четко указав на врага, мы сможем получить шанс на спасение нашей цивилизации."
65,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Ну, что, товарищи, любители «особого пути»?"
66,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Вам мало нынешнего позорного падения рубля, закрытия больниц и международной изоляции?"
67,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,Вы хотите довести до полного краха?
68,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,Вы где теперь остановитесь?
69,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,На уровне 1991-го или доведете до бункера?
70,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,На что вы надеетесь?
71,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"На т.н. «чудотворные» иконы, на победу коммунизЬма или на нажатие заветной кнопки, от которой будет плохо всем – но, главное, что и «им»?"
72,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Неужели непонятно, что или вы будете жить по законам всех цивилизованных стран мира – или не будете жить вообще?"
73,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Реваншизм – опаснейшее существо, однажды оно уже привело к миллионным жертвам."
74,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"«Империя зла» - СССР существовал на фиктивной экономике, на монструозной идеологии, на постоянных репрессиях – и по всем этим причинам он сгнил и распался."
75,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"У той части населения, которую устраивал весь этот мрак, осталось ощущение ущербности, злобы, реваншизма – и вот теперь она забрызгала всеми этими прелестями окружающих."
76,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Но в нынешнем контексте, при современном уровне развития информационных технологий, рынка товаров и услуг, технических инноваций и т.д. тоталитарная система нежизнеспособна, а ее агрессивность может быть остановлена даже экономическими методами."
77,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,Что и происходит на наших глазах.
78,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"В итоге теперь у злобных адептов тоталитаризма, «особого пути» есть целых два реваншизма на одну шизонутую биографию – от двух исторических поражений."
79,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,И они стали гораздо злее.
80,https://www.mk.ru/blogs/posts/dva-revanshizma-na-odnu-bolnuyu-biografiyu.html,Два реваншизма на одну больную биографию. Блог Евгения Понасенкова на mk.ru,2 декабря 2014,"Я еще в мае-июне писал – предупреждал, что самое печальное начнется, когда эйфория реваншистов потерпит провал: они будут мстить тем, кто пытался уберечь страну от сползания в пропасть – и я оказался прав."
81,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"В нашем мире существуют вещи фактически самоочевидные – поэтому можно только удивляться, что все равно многие их не понимают (хотя, оглядываясь на историю вида хомо, удивляться давно нечему)."
82,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"Так я с печалью замечаю, что значительная часть населения умудряется не понимать ценности прав человека – вплоть до неумения ценить его право на жизнь."
83,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,От этого происходят все трагедии в частной жизни – и в даже войны.
84,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"Иногда, читая письма, которые приходят в наш Независимый совет по правам человека – в ужас приходишь от кровожадности некоторых, кто органически ненавидит самое понятие «личности», «человека частного» (вспоминаем Бродского), а ратует за «права» параноидной идеи о некоей мифической империи (или религиозной идеологии), ради которой все должны дружно подохнуть в грязных окопах."
85,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"Я не могу отвечать за всех членов НСПЧ, но выскажусь лично за себя."
86,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"Итак, чтобы было предельно понятно."
87,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,Я всегда выступал за право человека (паспортные данные значения не имеют) на уважение его достоинства.
88,https://www.mk.ru/blogs/posts/k-chemu-prizyvayut-gimny.html,К чему призывают гимны? . Блог Евгения Понасенкова на mk.ru,1 декабря 2014,"Поэтому, когда в 2008 пропаганда назвала всех грузин врагами - я продолжал уважать грузин, а в период обострения на границе я даже НЕ встал под гимн во время его исполнения на одном из мероприятий русской культурной программы на Олимпиаде в Пекине (там я, кстати, режиссировал гала-концерты оперы и балета, и не только режиссировал, но и сам пел)."
