,href,title,text,rating
0,https://irecommend.ru//content/gubit-lyudei-ne-pivo-gubit-lyudei-voda-1,"
Губит людей не пиво, губит людей вода :)  ","Супруга просто ненавидит, когда я пью пиво. Дело в том, что я расположен к диабету, а пиво такой продукт, в котором по-любому есть все неполезные добавки и сахара всякие. Поэтому давно понял, что если не могу совсем отказаться от пива, то надо хотя бы покупать исключительно качественное.  “Ниппель” привлек тем, что о нем говорит производитель:  Ценность этого продукта намного выше, чем его цена.  Давайте разбираться. В составе пива есть дрожжи nanobarm 8a(M) фактически выполняют работу целой пивоварни, просто пока бутылка стоит у вас в холодильнике. То есть покупаешь 0 градусов, которые затем превращаются в 4, 6 или 9 градусиков в зависимости от такого, какого цвета купишь бутылку.  Любой из трех вариантов даёт свежее натуральное пиво. Конечно же, оно полезнее любого, которое вы можете найти в супермаркете. Рекомендую! ",5
0,https://irecommend.ru//content/svetloe-i-vkusnoe,"
Светлое и вкусное. ","На днях сосед по даче пригласил на просмотр матча Зенит Спартак. Ну и под это дело было решено взять пива и подкоптить пару лещей. Лещи были пойману утром на рыбалке и с ними проблем не возникло. А вот с пивом другое дело. У нас в садоводстве один магазин и ассортимент там минимальный. Второй находится в 30 минутах езды и ехать не было желания. Было решено заехать в наш магазин и посмотреть, что же там есть. Сразу скажу, что там было всё кроме пива. Погода сказка, лето, жара и с пивом напряжёнка. Было решено взять пиво по двум критериям: цена, состав. Но как оказалось всё это зря. В магазине вообще продают только один вариант пива. Это Халзан. Подумав, было принято стратегическое решение, как выяснилось позже, брать и идти смотреть футбол. Ни я ни сосед Халзан не пробовали до этого. Прочитав состав, остались довольны. Состав классический для пива. Сроки изготовления и сам изготовитель так же указаны на этикетке. Открыли пиво, налили в бокал. Аромат приятный солодовый. Пены не так много, наливали аккуратно))) Вкус оказалось вкусным. Просто и лаконично. С начала идет вкус солода, а позже в послевкусии его догоняет хмелевая горчинка. Пиво светлое и лёгкое. С копченой рыбкой получилось идеальное сочетание. Ну и вишенка на торте — это победа Зенита!!! Всем пока, увидимся в следующих отзывах. ",5
0,https://irecommend.ru//content/neobychnyi-kopchenyi-vkus-priyatnyi,"
Необычный копчёный вкус. Приятный ","Пару дней назад по совету продавца-консультанта купил в магазине ТС «Отдохни» пиво компании Göller. Ассортимент у этого производителя большой, всё сразу не перепробуешь. Я ограничился двумя сортами пива – копчёным и тёмным. Сегодня поделюсь впечатлениями о дегустации первого из них. Итак, встречайте – Göller Rauchbier. Розничная цена 209 рублей. По нынешним реалиям вполне адекватная, при условии, если вкус не подведет.  Rauchbier, или копчёное пиво, особая фишка даже не Богемии, а для ее небольшого субрегиона – Франконии. Смысл в том, что ячменный солод для этого пива подсушивается над дымом от сжигания буковых дров и пропитывается специфическим «копчёным» запахом. Технология существует несколько столетий. Так и у пивоварни солидный возраст. Сама фирма Göller открылась в 1908 году, но работает она в историческом здании, в котором пиво начали варить еще в 1514 году. На бутылке есть русскоязычный стикер с описанием пива и технической информацией.  По-немецки лаконичный состав. Ничего лишнего: хмель и солод плюс вода и дрожжи. Плотность 13%, содержание спирта 4,9% об. Цвет тёмный, почти чёрный. Устойчивая шапка пены с кремовым оттенком. Аромат солодовый, с пряными и дымными нотками. Вкус плотный, сбалансированный и очень необычный. Сочетание солодовой карамельной сладости, хмелевой горчинки и лёгкого, но явственного вкуса копченой рыбы. Будто сначала разделывал руками горбушу горячего почтения, а потом этими же руками взял пивной бокал и испачкал края. Описал может и не очень, просто поверьте, в случае с Göller Rauchbier это очень вкусно.  Или лучше не верьте, а попробуйте сами и предложите свое описание вкуса. Я же оцениваю Göller Rauchbier на пятёрку. Вкус настолько хорош, и настолько необычен, что я не смог найти в нём недостатков. Просто наслаждался. ",5
0,https://irecommend.ru//content/strana-gollandiya-slavitsya-tyulpanami-syrami-da-derevyannymi-bashmakami-vot-pivo-hollandia,"
Страна Голландия славится тюльпанами, сырами да деревянными башмаками. А вот пиво Hollandia  теперь ассоциируется у меня с посредственным вкусом. ","Всем привет! Я люблю пиво и часто стараюсь покупать что-то новое. Сейчас появилось очень много пивных новинок, которые мне хочется попробовать. На мой взгляд, есть очень вкусное пиво, а есть просто отвратительное. Вот я и хочу предупредить читателя, на что стоит обратить внимание, а каких покупок лучше избегать. Пиво Hollandia Premium для меня новинка. До этого его я и в продаже не видела. Тем интереснее мне было его попробовать и оценивать. Итак, что я здесь для себя отметила. Итак, Пиво Hollandia Premium Общая информация ♣ Цена – около 60 руб. ♣ Объем (вес) – 0,45л (часто стали делать объем чуть ниже привычных 0,5 л.) ♣ Алк.: 4,8% ♣ Место покупки:  в различных магазинах города ♥ Упаковка и внешний вид товара Что имеем здесь. Стандартная железная банка. Привычный для пива дизайн в зеленых тонах. Изначально вообще я спутала пиво с другим из за этого цвета. И только необычное и не привычное название как-то запомнилось. Пиво Hollandia Premium К упаковке претензий не имею. Пиво Hollandia Premium ♥ Вкус. Пиво Hollandia Premium – светлое, фильтрованное. Коротко о составе. Вода, Солод ячменный, Ячмень пивоваренный, Хмель Пиво создает среднюю пену, оседает она достаточно быстро. На вкус и аромат пена мне понравилась. Нет неприятной горечи или химических ароматов. Пиво Hollandia Premium На внешний вид само пиво - приятного золотистого оттенка, прозрачное. Все как и должно быть. Пиво Hollandia Premium Сам вкус у пива какой-то средний и посредственный. Я бы назвала его легким и мягким. Алкоголя я здесь особо не чувствую. Нет так же горче или неприятного послевкусия. Не чувствую, как иногда это бывает, каких-то вкусовых химических добавок. Пиво Hollandia Premium Какой-то сладости или наоборот горечи в пиве мною замечено не было. Даже и не знаю, какую итоговую оценку здесь ставить. С одной стороны в самом пиве нет ничего такого, за что можно снизить сильно балл. С другой стороны вроде и хвалить пиво не за что. Пиво Hollandia Premium Наверное, все - таки моя оценка ближе к тройке. Ничем особенным пиво не запомнилось. Мне бы не хотелось покупать его еще – это, наверное, самый важный критерий. На этом у меня все. Пиво Hollandia Premium Рекомендую: Пиво светлое нефильтрованное Windmolen Unfiltered Пиво Bierburg Пиво Pullitr Peny Пиво Spaten Munchen ♥♥♥ Заключение♥♥♥ Пиво Hollandia Premium – неплохой вариант по средней цене. Но за такую стоимость я бы предпочла купить что-то другое. Здесь вкус не очень выразительный. Поэтому три балла. К покупке рекомендую. С вами была ваша ♥ Неонила ",3
0,https://irecommend.ru//content/legkii-lager-ot-izvestnogo-rossiiskogo-brenda,"
Легкий Лагер от известного российского бренда ","Во втором квартале 2022г. локальный стратегический пивной бренд""Dr.Diesel"", выпустил очередную новинку- сорт ""Premium Lager"". Dr.Diesel Premium Lager(Доктор Дизель Премиум Лагер) Алк.4,7%,ЭНС.10,8% Россия, филиал в г.Нижний Новгород Объединенные пивоварни Хайнекен Сам бренд""Dr.Diesel""- с 1998г. принадлежал российской пивоварни""ПИТ"",а с 2005г. принадлежит ""Хайнекен"". Продукт представлен в 2 версиях-ж/б и стеклянной бутылке с пониженным объемом-0,43л.Цвет золотистый. Аромат слабый солодовый. Пена образуется средняя, держится не очень долго,но остаётся на стенках бокала. Вкус лёгкий ,мягкий , освежающий с умеренной горчинкой и сладковатым солодовым в среднем по длительности послевкусии. В целом добротный лёгкий и ненавязчивый лагер с типичными органолептическими характеристиками для этого сорта, который отлично подходит для утоление жажды в жаркий летний день, ведь в жарких странах именно лайтовые сорта являются самыми популярными. А также по достоинству оценят любители лёгких сортов и особенно женская аудитория. Спасибо за внимание и всем новых гастрономических открытий! ",3
0,https://irecommend.ru//content/klassika-piva-dostoinyi-napitok-dlya-zharkogo-leta,"
Классика пива! Достойный напиток для жаркого лета ","Чего греха таить, летом пиво - главный мужской напиток. В этом году каких сортов я только не перепробовал: светлой нефильтрованное, бархатное тёмное, эль, разливное... В общем, мужики поймут. Главное, что я понял, качество пенного напитка совершенно не зависит от цены, известности бренда и способа продажи (на разлив или в бутылке). Это какая-то странная русская рулетка. В магазине часто встречал пиво ""Светлое Классическая рецептура"" от Очаково. Но поначалу попадал в ловушку убеждения, согласно которому хорошее пиво не может стоить дешёво. Но однажды дав шанс этому пиву, понял, что это нужно было сделать раньше. Напиток достойный. Градус 4,3. Не горчит, не переслащено, без адской газации. И вот что ещё. Летом пиво обязательно должно продаваться как следует охлажденным. Покупать пиво и закидывать его в морозилку, чтобы дошло до кондиции - дело неблагодарное. В жуткий зной, хочется утолить жажду здесь и сейчас. В общем, я перестал покупать пиво в точках, где продавцы не удосуживаются его как следует охладить. Это неуважение к покупателям. ""Светлое Классическая рецептура"" покупал в ближайшей ""Пятерочке"", где оно стоит в холодильники и всегда такой температуры, что вот бери и пей. За это отдельное спасибо ритейлеру. Так что пиво этой марки и производителя рекомендую. Да оно без изысков и всяких новомодных ""выдержек"" и надписей ""выдержанное"", ""мягкое"", ""авторское""... Не нужны они, когда ты хочешь выпить кружку простого холодного пива. Это как раз такое! Как я уже сказал, пиво недорогое. Это никак не влияет на качество! ",5
0,https://irecommend.ru//content/myagkii-vkus-korotkii-sostav,"
Мягкий вкус, короткий состав ","Последнее время стал покупать пиво только в сети магазинов Вкусвилл. В отличии от большинства других видов пива, только здесь имеется короткий состав. Без всяких консервантов и прочего. При этом нравится вкус ряда разновидностей. Одно из них - Бархатное. В пиве имеется ярко выраженный вкус солода с лёгкой горчинкой. В послевкусии ощущается привкус карамели. При этом пиво очень нежное на вкус. На мой взгляд, это пиво понравится любителям темных сортов пива. В состав данного пива входит всего 4 ингредиента: два вида солода и хмель. На мой взгляд, это редкий продукт, состав которого может уместиться в одну строку. Рекомендую это пиво всем! ",5
0,https://irecommend.ru//content/dovolno-priyatnyi-napitok-1,"
Довольно приятный напиток.  ","Мы с моим другом часто покупали Эссу для разгона перед тем как пить более мощные алкогольные напитки. По началу напиток очень приятен на вкус, но по истечении какого то времени становиться очень неприятен, в остальном же минусов я не вижу, я советую к покупке данный напиток, довольно хорошо освежает и подойдёт для компании друзей. ",4
0,https://irecommend.ru//content/neplokho-1837,"
Неплохо  ","Доброе время суток. Приобрести можно в «КБ»Достаточно неплохой вкус. Цена приемлемая. Конечно понятно что дело вкуса и не всем оно подойдёт. Радует одно на сегодняшний день стали появляться сорта сваренные в частных пивоварнях и весьма неплохой вкус .На вкус лёгкое.Но для разнообразия попробовать можно. К разливному весьма скептически отношусь т.к. не все ИП следят за сроками и качественно промывают оборудование, отсюда проблема с стулом ) .Если и беру розливное то у знакомых ). Всем спасибо хорошего настроения ! ",5
0,https://irecommend.ru//content/pils-s-rossiiskoi-propiskoi-ot-lowenbrau,"
Пилс с российской пропиской от Lowenbrau ","Пивгигант ""АБ Инбев Эфес"" выпустил на российском рынке новинку -сорт Пилс от легендарного баварского пивного бренда ""Lowenbrau"". Новинка кстати вышла вовремя, маркетологи явно активно принимали участие ,и чтобы ""оживить"" продажи. Ведь согласно недавней статистике: Объем продаж пива в России в I полугодии 2022 года снизился на 1,4% по сравнению с показателем за аналогичный период 2021 года. *Ссылка на ТАСС от 28.07.22 Бутылка классической формы зеленого цвета с узнаваемым оформлением пивного бренда в немецком стиле с крупной надписью сорта""Pils"". Lowenbrau Pills(Левенброй Пилс) Алк.4,8%,ЭНС.11,4% Россия, филиал в г.Саранск АБ Инбев Эфес. Цвет золотистый. Аромат очень бледный. Пена образуется пышная мелкопористая с плотной шапкой сверху, которая держится очень долго и остаётся на стенках бокала. Карбонизация средняя. Вкус лёгкий, сравнительно мягкий, освежающий с умеренной горчинкой и пряно-травяными нотами в среднем по длительности размытым и невнятном послевкусии. В целом о новом продукте, то ""задатки"" пилса есть, но вкус очень скуден и слишком простоват хотя бы обычного среднего сегмента настоящего немецкого пилса, а у нас ведь премиальный(по заявлению производителя) продукт, к тому же от известнейшего баварского пивного бренда, где умеют делать настоящие мировые бестселлеры, а в итоге получилось так себе, и вызывает много вопросов. Также почти и с органолептическими характеристиками вроде все в порядке(цвет, пена),но вот главный критерий-вкус, а также почти отсутвие аромата, которые ""перечёркивает"" все остальные достоинства этого нового продукта. Надеюсь, что производитель прислушается к мнению потребителей и улучшит или ""проведет работу над ошибками"", ведь массовых российских продуктов(сортов) аналогичных почти нет. Но на сегодняшний этот новый продукт не решает импортозамещение настоящего пилса...Спасибо за внимание и всем новых гастрономических открытий! ",3
0,https://irecommend.ru//content/luchshee-v-svoem-klasse-0,"
Лучшее в своём классе ","Фантастически вкусный gose. Сам подвид на любителя, но кто ценит тот оценит. Прекрасны все: и классический, и укроп и базилик и острый. С белыми сухариками кайф. Прекрасно утоляет жажду, но хочется ещё и ещё. Напоминает кровавую Мэри, но без запаха и вкуса спирта. Прекрасно подходит как к гастрономическими изыскам, так и соло. ",5
0,https://irecommend.ru//content/otlichnoe-pivo-no-ne-dlya-vsekh,"
Отличное пиво, но не для всех ","Впервые попробовал данное пиво в Израиле несколько лет назад. Был приятно удивлён, что несмотря на достаточно высокий градус (6.6), пьется оно легко и спирт совершенно не ощущается. Спустя некоторый период, увидев ""Лефф"" в родном городе, начал колебаться стоит ли его брать, так как в свое время успел почувствовать заметную разницу между отечественным и иностранным ""Карлсбергом"". Опасения в итоге не подтвердились, пиво и у нас отличное. Однако не могу с уверенностью гарантировать, что оно зайдет всем. ""Лефф"" не из тех классических сортов пива, которое принято употреблять с воблой или иной рыбой. Данный напиток - нечто совершенно другое. После тяжёлого рабочего дня, когда хочется о чем-то подумать или же, наоборот, отключить мозг и просто включить какой-нибудь сериальчик, пару бутылок ""Лефф"" - это как раз то, что нужно. Пробуйте и решайте для себя. Тут или любовь на долгие годы, или обещание больше никогда подобного не употреблять. ",5
0,https://irecommend.ru//content/teshchina-radost,"
Тёщина радость ","Без иронии. Женщины вообще предпочитают тёмное пиво (от некоторых сортов из Чехии, кстати, грудь подрастает). А вариации на тему ""Мартовское"" - в топе у заслуженных дам ""постбальзаковского"" возраста. В ""Бархатном"" ещё и обещанный производителем сладковатый вкус. То есть почти десерт. Пена довольно стойкая, горечи немного, жжёным сахаром не пахнет совсем. Никаких изысков, но и никаких откровенных косяков. Честные 0.5 литра. Цена - выше, чем в ""разливухе"", но и качество тоже выше. Короче говоря хотите баню, шашлык и расслабление по-полной - покупайте тёще ""Бархатное"" ",4
0,https://irecommend.ru//content/garazh-persik-eshche-odin-novyi-sochnyi-letnii-vkus-v-lineike-seth-riley-s,"
Гараж Персик - еще один новый сочный летний вкус в линейке Seth & Riley’s ","Еще в начале лета я случайно нашла в маленьком не сетевом магазинчике новый вкус Гаража из серии крепких - грейпфрут. И вроде как Гаражи выходят каждое лето по одному вкусу, этот год на удивление оказался куда более ""урожайным"" на их новинки. Будучи в гостях в Волхове, в сети магазинов ""Красное и белое"" случилась встреча с еще одним вкусом лета - Гараж Персик, а если точнее, Seth & Riley’s Garage Hard Peach Drink. Ценник сильно не отличался от других вкусов, где-то около 90 рублей за стандартный объем 0.4 литра.  Описание: Мимо такого напитка сложно пройти мимо, если заглянул в сетевой магазин с алкоголем. Сочетание цветов на этикетке так и навевает об отпуске. Сочный персик в разрезе, колоритные фиолетовые акценты и пальмы. Гараж Персик не относится к серии Гаражей Хардкор, как ананас или грейпфрут, а значит и градус тут в стандартном диапазоне - 4.6 % 










 










Сзади указан состав и адрес производителя.  Основные характеристики: Привычная для Гаражей крышка ключ, открывается без труда. Сразу после откупоривания нет никакого характерного аромата, который бы напоминал о медовых персиках. Пена оседает очень быстро. Напиток яркого оранжевого цвета, немного мутноват. Персиковый аромат из стакана можно уловить лишь если целенаправленно принюхиваться. Но тем не менее, уже с первого глотка этот сочный и узнаваемый вкус ощущается на языке во всей своей красе. Сладкий, не химозный, скорее даже лимонадый, нектарный персик. Спиртовая нота слабая. В послевкусии нет горечи, лишь легкая сладость и вуальная терпкость, но ни в коем случае нельзя сказать, что Гараж Персик приторный. Вкус очень гармоничный, удачный на мой взгляд. Степень опьянения стандартная, идентична другим Гаражам. Голова не болит, но с двух может унести.  По итогу: Не уверена, что могу советовать к пробам даже тем, кто не любит персик, но как по мне, эта версия очень удачная. Давненько в линейке Гаражей не было периода, когда один за другим новинки покоряли меня)) В общем, я в восторге. Очень удачный напиток и хороший вкус по гуманной цене. ",5
0,https://irecommend.ru//content/lyublyu-kitaiskoe-pivo,"
Люблю китайское пиво! ","Продив пол жизни в Хабаровске, знаю точно, что пиво в Китае есть очень даже достойное. Укрепилась в этой мысли, побывав в Китае несколько раз. Сейчас пока граница закрыта. Но на прилавках магазинов Хабаровска есть ещё, что купить. Самое распространенное это пиво Циндао и Харбин. Они тоже бывают разных видов. Я помню Циндао темное, но вот сегодня расскажу о светлом, ибо именно такое было в данной баночке.  Одна и та же баночка с разных сторон различается по оформлению, оригинально)). Несколько напряглась, думая, что это пиво стали делать по лицензии (к сожалению, после этого вкус пива портится))). Но!  Сделано оно таки в Китае. Мне баночки хватает для радости вкусовых рецепторов, особенно под дальневосточный кальмар)). Пиво светлое, лёгкое. Хорошо утоляет жажду, голову не напрягает. Раз в год бываюна Дальнем Востоке и обязательно покупаю Циндао. ",5
0,https://irecommend.ru//content/deistvitelno-myagkoe-1,"
Действительно мягкое ","Хорошее пиво по соотношению цены и качества, но обо всём попорядку. Разливается напиток в стандартные для Трёхсосенского завода тёмные, пластиковые, бочкообразные бутылки с удобной ручкой ёмкостью в честные 1,5 литра. В принципе пиво довольно крепкое - 4,8 градуса, однако это не ощущается, нет какой - либо спиртуозности. Оно нефильтрованное и поэтому мутное. Что особенно приятно во вкусе нет избыточной горечи которой грешат многие сорта современного светлого пива, зато есть приятная, очень лёгкая кислинка и хороший выраженный солодовый вкус. Пивко не слишком пенное, газа и пены столько сколько нужно. Пьётся напиток вполне себе приятно, а стоит между тем 118 р за бутылку, беру его в Красном и белом и в общем рекомендую. ",5
0,https://irecommend.ru//content/shik-65,"
Шик ","Купил на пробу. И просто влюбился в него. Запах, вкус, как комнатной температуры так и охлажденное! Просто превосходное пиво. Теперь покупаю только его. И да, оно очень забористое, не простое пиво от летней жажды. Пару бутылочек и жизнь становится ещё прекрасней! Остаётся приятное послевкусие после глотка, и как уже писал выше приятный аромат. Спасибо большое производителю! ",5
0,https://irecommend.ru//content/mne-ponravilos-i-viking-na-kryshke-menya-vdokhnovil-ego-poprobovat-pivo-faxe-premium,"
Мне понравилось и викинг на крышке меня вдохновил его попробовать - Пиво Faxe Premium ","Всем привет! Попробовала Пиво Faxe Premium. Очень даже себе ничего, неплохо. Пиво светлое, пшеничного цвета, пенится хорошо в кружке, пена держится не сразу исчезает. имеет яркий пшеничный такой запах с горчинкой. Покупала в стекле - 56 рублей, за бутылку в Пятерочке, 4.9 % , не самое слабое и не самое крепкое. Пьется приятно, красивая этикетка и даже на крышке викинг. Пиво родом из Дании , у нас варится по Лицензии, название- это место в Дании где начинали варить данное пиво. Во вкусе явно присутствует солод, в жару так просто кайф. Интересный дизайн этикетки и крышки - викингу в шлеме с крыльями, даже крышку пришлось оставить так она хороша. Однозначно рекомендую, пиво вкусное. ",5
0,https://irecommend.ru//content/ochen-vkusnyi-i-daet-v-golovu,"
Очень вкусный и даёт в голову ","Недавно попробовала новинку, привлекла упаковка чёрного цвета.На вкус - прям ананасовый сок из тетрапакета, только газированный и с алкоголем. Он очень отличается от других гаражей - сильнее чувствуется градус, но не на вкус, а то как ударяет в голову) Он мне понравился гораздо больше, чем все остальные вкусы. Раньше больше всех я любила вкус груши Нету привкуса спирта, не ощущается крепость.очень рекомендую. ",5
0,https://irecommend.ru//content/temnoe-barkhatnoe-vkusnoe-no-kachestvo-ne-stabilno,"
Темное, бархатное, вкусное, но качество не стабильно ","Всем огромный привет и отличного настроения)  Неоднократно признавалась в своей любви к темному пиву, обожаю выпить бутылочку вкусного холодного напитка в жару. У меня уже есть пара-тройка любимчиков, но я не перестаю пробовать что-то новое. И вот Крушовице черное я вроде бы когда-то давно пила, но вот хоть убей не могу вспомнить понравилось оно мне или нет и какое оно на вкус. в общем, не так давно я решила это исправить)  Общая информация Место покупки: Пятёрочка Стоимость: около 60 рублей.  Упаковка Лаконичный симпатичный дизайн, стеклянная бутылка из темного стекла. Пиво Krusovice Черное отзыв Чтобы открыть крышку, нужен штопор, она не откручивается. Пиво Krusovice Черное отзыв 










Пиво Krusovice Черное отзыв Состав и общая информация о пиве: Пиво Krusovice Черное отзыв Аромат Очень приятный аромат именно темного пива - это смолистое вязкое сусло, ячмень, такой характерный запах темного вкусного кваса. обожаю такое. Спиртом не пахнет, для меня это важно.  Характеристики Само пиво также насыщенного темно-коричневого оттенка. Пиво Krusovice Черное отзыв При наливе пена получается вязкая, маслянистая, пышная- идеальная. Пиво Krusovice Черное отзыв Вкус также прекрасен как и аромат. Нет никакого спиртового вкуса, только хмель, солод и ячмень. Очень вкусное, приятное и освежающее пиво. выпила его с большим удовольствием вместе с бутербродом с красной рыбкой. Не горчит совсем.  Пиво Krusovice Черное отзыв Из минусов хочу сказать, что то ли это зависит от хранения пива, то ли у них от партии к партии разное качество, но такое же пиво, купленное мной в другом магазине оказалось именно со спиртовым привкусом и таким же ароматом. Но справедливости ради хочу сказать, что такой грех замечен почти за любым пивом. Так что я все же склоняюсь к тому, что в плохом вкусе этого прекрасного пива виновато нарушение условий хранения сотрудниками торговой организации.  Вывод Достойное темное пиво, адекватная цена, прекрасный аромат и отличный вкус. В общем, отличное пиво, чтобы с удовольствием и вкусом провести ваш вечер. ",5
0,https://irecommend.ru//content/otlichnoe-snotvornoe-8,"
Отличное снотворное )) ","В пиве не большой специалист, а лишь редкий потребитель. Поэтому не буду использовать сложные формулировки из сленга дегустаторов. Ранее из крепких пробовал только Балтику 9, и то раза три-четыре. А тут по жаре решил купить пива и на полке увидел это. По акции стоило менее 50р. Прочитал что это не трёхсосенское и уже успокоился )). Взял на пробу. Дома попробовал. На первый раз хватило пол банки. Вкус и цвет очень приятные. Градусов по вкусу не чувствуется, только по воздействию, спустя некоторое время. После этого быстро заснул. Наутро голова не болела )). Так что могу рекомендовать его для тех, кто тоже любит иногда поэкспериментировать с напитками. В моих отзывах найдёте ещё несколько, на более крепкие алкогольные напитки. ",5
0,https://irecommend.ru//content/vrode-germaniya-vrode-rossiya-obzor-novogo-piva-iz-krasnoe-beloe,"
Вроде бы Германия, вроде бы Россия. Обзор нового пива из Красное Белое. ","Всем привет! Я продолжаю знакомить своих читателей с пивными обзорами. И я люблю писать на новинки. Сейчас очень много разных сортов и видов, и надеюсь мой отзыв поможет вам определится с покупкой в дальнейшем. Речь сегодня пойдет о конкретном продукте. Это Пиво Bierburg светлое пастеризованное. Что я здесь для себя отметила. Давайте разбираться. Итак, Пиво Bierburg светлое пастеризованное Общая информация ♣ Цена – около 59 руб. ♣ Объем (вес) – 0,45 л ♣ Алк.: 4,5% ♣ Место покупки:  магазин Красное Белое Пиво Bierburg светлое пастеризованное ♥ Упаковка и внешний вид товара Я люблю покупать новинки пива. И в последнее время встречаю много интересных вариантов. Когда я увидела белую банку с изображением оленя, я сразу заинтересовалась. Так и была совершена эта покупка. Пиво Bierburg светлое пастеризованное К внешнему виду, удобству в применении у меня претензий нет. Все стандартно и привычно. Пиво Bierburg светлое пастеризованное ♥ Вкус. Пиво Bierburg светлое пастеризованное имеет отсылку к Германии и завялено как классическое пиво. Что же на самом деле. Все таки производство РФ. Но так сейчас часто делают. И я не обращаю на данный момент внимание, хоть это и не совсем честно по отношению к покупателю. Мне важно какое бы было пиво на вкус и так далее. Итак, Пиво Bierburg – мои впечатления. Пиво Bierburg светлое пастеризованное Само пиво светлое, прозрачное, чуть мутноватое на внешний вид, приятного золотистого оттенка. Пена имеет приятный вкус и аромат. Горечи или неприятного послевкусия не чувствуется. Пиво Bierburg светлое пастеризованное Сам вкус пива для меня весьма приятный. Пиво вкусное, лёгкое, освежающее. Какой-то неприятной горечи или отталкивающего послевкусия здесь нет. Похоже на классический вид пива с небольшой изюминкой. Выпила банку с удовольствием. Пиво Bierburg светлое пастеризованное За такую цену вполне себе неплохой напиток (даже с учетом небольшого объема). Недостатков мной не найдено Пиво Bierburg светлое пастеризованное ♥♥♥ Заключение♥♥♥ Пиво Bierburg светлое пастеризованное – отличная покупка по приятной цене. Моя оценка – только 5 баллов. К покупке рекомендую. С вами была ваша ♥ Неонила ",5
